,id,item_number,description,vendor_name,stock_units,inventory_value,unit_cost,del_time,order_frequency_days,qty_unit_cd,inv_class_cd,service_level,purchasing_method,min,max,comment,movement_last_year,usage_last_year,movement_two_year,usage_two_year,movement_three_year,usage_three_year
448,9072,68273-101,"Kit, Age Limited For Survival Kit",Safran Aerosystems Services,10.0000,2950.000000,295.00,69,10.0,EA,BATCH,,,,,,9,32,5,9,7,13
449,9093,903-1341,MICROPHONE,AAR Corporation,4.0000,1052.000000,263.00,116,10.0,EA,BATCH,,min-max,2.0,3.0,737Max partar,1,1,4,0,0,0
450,9124,81384-110,Rail Assy (Rail And Shaft),,1.0000,112.000000,112.00,21,10.0,EA,BATCH,,,,,,1,1,0,0,6,2
451,9141,591200-41,Disconnect Assy - Hydraulic Self Sealing,STS Component Solutions,2.0000,3738.000000,1869.00,83,10.0,EA,BATCH,,min-max,1.0,2.0,,0,0,0,0,0,0
452,9147,65-5930138,Málningar tape 38mm x 50m,Orka ehf.,17.0000,51.000000,3.00,6,10.0,EA,BATCH,,,,,,22,264,16,259,23,288
453,9149,AC9780F15Y11,Filter,Satair A/S,28.0000,443.333240,15.83,32,10.0,EA,BATCH,,,,,,113,225,70,147,22,56
454,9158,68-1523,Packing Preformed,Goodrich Corporation,73.0000,146.000000,2.00,28,10.0,EA,BATCH,,,,,,28,160,30,203,5,26
455,9194,68-185,Oring,Goodrich Corporation,45.0000,562.500000,12.50,32,10.0,EA,BATCH,,,,,,16,19,14,28,0,0
456,9200,6001-0237,Seal,"The Boeing Comp, Spare Dist Cent",2.0000,246.000000,123.00,33,10.0,EA,BATCH,,,,,,2,3,3,3,3,7
457,9238,A60701-1301,"Ring, back-up",Safran Landing Systems,48.0000,0.000000,0.00,32,100.0,EA,BATCH,,,,,,3,11,10,33,4,14
458,9257,68-1569,O-Ring,Goodrich Corporation,12.0000,618.000000,51.50,80,10.0,EA,BATCH,,,,,,20,32,15,24,14,18
459,9310,AN320C4,Nut,Wencor West,15.0000,15.000000,1.00,8,10.0,EA,BATCH,,min-max,1.0,2.0,,0,0,0,0,0,0
460,9325,9608M12P04,GASKET - ROUND,Close Air Support,21.0000,441.000000,21.00,8,10.0,EA,BATCH,,,,,,13,4,7,3,6,2
461,9326,A0696Y,Battery,Satair A/S,5.0000,4605.000000,921.00,63,10.0,EA,BATCH,,,,,,15,10,13,9,7,9
462,9348,66-16691-502,Spring Pin Retainer Doorstop,"The Boeing Comp, Spare Dist Cent",255.0000,1275.000000,5.00,7,10.0,EA,BATCH,,min-max,11.0,17.0,MAX Boeing RSPL,4,6,0,0,1,1
463,9350,6839,Lamp,Wencor West,536.0000,178.664880,0.33,13,100.0,EA,BATCH,,,,,,8,280,7,204,4,430
464,9387,68-1521,Oring,Goodrich Corporation,99.0000,396.000000,4.00,27,10.0,EA,BATCH,,,,,,4,28,4,17,1,7
465,9395,AE82391N,DISCONNECT (S270T202-17  ),"The Boeing Comp, Spare Dist Cent",1.0000,721.000000,721.00,263,10.0,EA,SER,,min-max,1.0,1.0,,0,0,0,0,0,0
466,9405,AS12801-149,Ring    Sealpump,Boeing Distribution Services INC. (KLX),10.0000,70.000000,7.00,53,10.0,EA,BATCH,,,,,,20,21,25,26,18,20
467,9407,AS21516,Bolt    Bihex Hd,Rolls-Royce Aero Repair & Overhaul (UK),16.0000,224.000000,14.00,19,10.0,EA,BATCH,,,,,,2,4,7,15,1,1
468,9408,AS3208-05,Packing,Satair A/S,155.0000,3875.000000,25.00,23,100.0,EA,BATCH,,,,,,145,165,104,133,70,83
469,9414,63-533,Nut     Wheel Ay,Goodrich Corporation,147.0000,0.000000,0.00,34,100.0,EA,BATCH,,min-max,120.0,500.0,FOC / 24 per assy / MAX,25,562,6,54,0,0
470,9423,684-4-33,Thermouple,Jet Midwest,19.0000,17565.500000,924.50,22,10.0,EA,BATCH,,,,,,27,1,16,11,31,89
471,9433,AN320C6,NUT,Boeing Distribution Services INC. (KLX),15.0000,15.000000,1.00,8,10.0,EA,BATCH,,min-max,1.0,2.0,,0,0,0,0,0,0
472,9441,AS1895-23-300,SEAL,Wencor West,7.0000,385.000000,55.00,13,10.0,EA,BATCH,,min-max,2.0,3.0,CFM_LEAP Engine RSPL,7,4,0,0,0,0
473,9480,65C33161-5,Gasket Wire Mesh 8 X 18 Tank Access Door,"The Boeing Comp, Spare Dist Cent",41.0000,11603.000000,283.00,39,10.0,EA,BATCH,,,,,C-CHECK 23-24,24,82,19,44,22,106
474,9484,68-450,Oring,Goodrich Corporation,47.0000,94.000000,2.00,26,100.0,EA,BATCH,,,,,,24,111,24,102,14,66
475,9521,A36114,"Pin, adjuster",Safran Landing Systems,30.0000,0.000000,0.00,62,100.0,EA,BATCH,,min-max,6.0,12.0,FOC,0,0,0,0,0,0
476,9563,AN4H3A,Bolt    -Machine Main Brake,Goodrich Corporation,129.0000,129.000000,1.00,19,10.0,EA,BATCH,,,,,,2,6,5,18,2,12
477,9582,65-5930125,Málningar tape 25mm x 50m,Orka ehf.,97.0000,194.000000,2.00,10,10.0,EA,BATCH,,,,,,14,155,16,320,16,216
478,9593,460-400,Seal    Periseal,"Proponent , INC. (Kapco)",18.0000,1170.000000,65.00,21,10.0,EA,BATCH,,,,,"C-CHECK 23-24 / ATH Seal Dynamics, low price",11,40,16,64,29,134
479,9613,9111M35P01,"BALANCE SCREW, SOCKET HEAD (10G)",Satair A/S,3.0000,90.000000,30.00,44,10.0,EA,BATCH,,min-max,3.0,3.0,,0,0,0,0,2,-1
480,9627,A35788,"Tube, adjuster",Safran Landing Systems,129.0000,0.000000,0.00,60,100.0,EA,BATCH,,,,,,12,73,15,90,4,24
481,9630,ACICC00295-02,THRESHOLD THRIM,Airline Components International Ltd.,30.0000,690.000000,23.00,43,10.0,ME,BATCH,,,,,,3,6,5,6,6,11
482,9646,649-387-240-0,GASKET,Lufthansa Technik AG,7.0000,2184.000000,312.00,79,10.0,EA,BATCH,,,,,,2,4,3,6,0,0
483,9656,69-77023-1,Seal Fuel 8 X 18 Tank Access Door,Wencor West,20.0000,480.000000,24.00,17,10.0,EA,BATCH,,,,,,8,7,3,7,14,35
484,9662,491B1213079-001,DECAL- CAUTION,"The Boeing Comp, Spare Dist Cent",25.0000,275.000000,11.00,63,10.0,EA,BATCH,,min-max,8.0,10.0,,0,0,0,0,0,0
485,9705,91500-3,Spring  Spring-Seat Return,"Boeing Distribution, Inc (Aviall)",28.0000,392.000000,14.00,12,10.0,EA,BATCH,,,,,,1,1,4,2,2,3
486,9713,ACICC00293-764,THRESHOLD TRIM,Airline Components International Ltd.,96.0000,1824.000000,19.00,30,10.0,ME,BATCH,,,,,,17,39,12,20,5,10
487,9720,AB3-4A,Poprivet,Wing Control,1100.0000,0.000000,0.00,14,10.0,EA,BATCH,,,,,,1,200,3,250,3,450
488,9723,AGS3782,Insert  Wire Thread,Rolls-Royce Aero Repair & Overhaul (UK),40.0000,120.000000,3.00,7,10.0,EA,BATCH,,,,,,3,4,4,6,0,0
489,9747,4812-174-20,Drive   Drive Shaft Assy,Safran Cabin (USA),0.0000,0.000000,79.50,43,10.0,EA,BATCH,,,,,,5,14,8,24,4,25
490,9748,49-310,OVERINFLATION PLUG,"Boeing Distribution, Inc (Aviall)",2.0000,4368.000000,2184.00,15,10.0,EA,BATCH,,min-max,2.0,2.0,Q-400,0,0,1,-2,0,0
491,9756,720752-33,Packing Packing-Preformed,Wencor West,29.0000,174.000000,6.00,19,10.0,EA,BATCH,,,,,,32,29,60,36,45,45
492,9758,7-44017-91,"Cable Repair Kit S417n202-91,4.5 Input Travel",Seal Dynamics LLC,3.0000,3180.000000,1060.00,2,10.0,EA,BATCH,,min-max,2.0,4.0,,0,0,0,0,0,0
493,9768,63-547,Nut,Goodrich Corporation,52.0000,5304.000000,102.00,20,100.0,EA,BATCH,,min-max,5.0,10.0,FOC,4,18,0,0,0,0
494,9776,68-1167,Packing,"Boeing Distribution, Inc (Aviall)",10.0000,300.000000,30.00,11,10.0,EA,BATCH,,,,,,9,11,13,19,14,15
495,9778,69494J910WE,Packing Packing-Preformed,Wencor West,59.0000,442.500000,7.50,20,10.0,EA,BATCH,,,,,,14,23,12,13,19,29
496,9786,502637,AER ECL-G-101 BAC707 1GL EUR,AkzoNobel Aerospace Coatings,0.0000,0.000000,464.00,65,10.0,EA,BATCH,,,,,,6,6,4,4,1,4
497,9795,7451MT987N,Seal Assembly,LEKI Aviation,2.0000,996.000000,498.00,28,10.0,EA,BATCH,,min-max,2.0,2.0,,0,0,0,0,0,0
498,9817,82-35-302-15,DZUS Receptacle,"The Boeing Comp, Spare Dist Cent",80.0000,80.000000,1.00,34,10.0,EA,BATCH,,,,,,5,25,3,12,1,-6
499,9830,5911584-5,NUT,Boeing Distribution Services INC. (KLX),10.0000,370.000000,37.00,6,10.0,EA,BATCH,,min-max,8.0,10.0,,1,4,0,0,0,0
500,9835,63999-001,Microphone Hand,"The Boeing Comp, Spare Dist Cent",3.0000,486.000000,162.00,11,10.0,EA,BATCH,,,,,,1,3,3,2,6,1
501,9861,9111M35P04,"BALANCE SCREW, SOCKET HEAD (20,2G)","The Boeing Comp, Spare Dist Cent",3.0000,123.000000,41.00,35,10.0,EA,BATCH,,min-max,3.0,3.0,,0,0,0,0,2,0
502,9862,9111M35P11,"BALANCE SCREW, SOCKET HEAD (20,2G)","The Boeing Comp, Spare Dist Cent",31.0000,1240.000000,40.00,5,10.0,EA,BATCH,,min-max,3.0,3.0,,0,0,0,0,0,0
503,9867,AS21512,Bolt    Bihex Hd,Rolls-Royce Aero Repair & Overhaul (UK),12.0000,144.000000,12.00,6,10.0,EA,BATCH,,min-max,10.0,20.0,,2,5,1,3,4,8
504,9868,AS3208-10,Packing,"Boeing Distribution, Inc (Aviall)",171.0000,0.000000,0.00,12,100.0,EA,BATCH,,,,,,19,31,12,17,11,23
505,9869,AS43013-118,Ring    Ring,Boeing Distribution Services INC. (KLX),80.0000,0.000000,0.00,14,10.0,EA,BATCH,,,,,,24,31,29,47,1,2
506,9871,5241256810,Seal,,153.0000,153.000000,1.00,21,100.0,FT,BATCH,,,,,,3,31,2,21,7,49
507,9892,74-929-1,PISTON,Goodrich Corporation,7.0000,4025.000000,575.00,80,10.0,EA,BATCH,,min-max,7.0,7.0,,4,25,1,8,0,0
508,9892,74-929-1,PISTON,Goodrich Corporation,7.0000,4025.000000,575.00,80,10.0,EA,BATCH,,min-max,7.0,7.0,757-300 break,4,25,1,8,0,0
509,9892,74-929-1,PISTON,Goodrich Corporation,7.0000,4025.000000,575.00,80,10.0,EA,BATCH,,min-max,7.0,7.0,,4,25,1,8,0,0
510,9892,74-929-1,PISTON,Goodrich Corporation,7.0000,4025.000000,575.00,80,10.0,EA,BATCH,,min-max,7.0,7.0,757-300 break,4,25,1,8,0,0
511,9907,5108WW,Bulb,Boeing Distribution Services INC. (KLX),40.0000,80.000000,2.00,23,10.0,EA,BATCH,,,,,,10,21,9,43,9,49
512,9922,65-76765-10,Seal Window Ay,"The Boeing Comp, Spare Dist Cent",65.0000,801.666450,12.33,20,10.0,EA,BATCH,,,,,,4,13,21,287,10,121
513,9932,5-86557-203,Lt Ay   Rcpt Instl Ext Pwr,"Proponent , INC. (Kapco)",8.0000,960.000000,120.00,29,10.0,EA,BATCH,,,,,,11,14,7,7,3,4
514,9934,60-1051,Spacer,Goodrich Corporation,81.0000,0.000000,0.00,37,100.0,EA,BATCH,,min-max,32.0,64.0,,11,159,2,4,0,0
515,9946,9111M35P09,"BALANCE SCREW, SOCKET HEAD (13,4G)","The Boeing Comp, Spare Dist Cent",38.0000,1330.000000,35.00,13,10.0,EA,BATCH,,min-max,3.0,3.0,,0,0,0,0,0,0
516,9966,55-0073-5,Coil    Trigger,"The Boeing Comp, Spare Dist Cent",3.0000,363.000000,121.00,17,10.0,EA,BATCH,,,,,,2,2,4,4,4,4
517,9979,728873-1,Plug,"The Boeing Comp, Spare Dist Cent",3.0000,488.250000,162.75,36,10.0,EA,BATCH,,,,,,7,7,10,9,7,7
518,9999,80004-10,Lock Ay Cargo System  Main Deck Freighter,"First Class Air Support, Inc.",15.0000,10125.000000,675.00,43,10.0,EA,BATCH,,min-max,1.0,2.0,,3,0,0,0,6,26
519,10005,8636-40,Þynnir F. Jotun Grip 4 Ltr,Málning,2.0000,56.000000,28.00,8,10.0,EA,BATCH,,,,,,2,4,1,2,6,12
520,10024,65C33095-5,Gasket Wire Mesh 10 X 18 Tank Access Door,"The Boeing Comp, Spare Dist Cent",52.0000,3983.200000,76.60,127,25.0,EA,BATCH,,,10.0,16.0,C-CECK 23-24 / AOG,43,262,34,183,41,407
521,10046,9111M35P08,"BALANCE SCREW, SOCKET HEAD (10G)","The Boeing Comp, Spare Dist Cent",38.0000,4484.000000,118.00,13,10.0,EA,BATCH,,min-max,3.0,3.0,,0,0,0,0,0,0
522,10053,AS3209-009,"Packing, Preformed",Avtrade (UK) Ltd.,106.0000,0.000000,0.00,29,100.0,EA,BATCH,,,,,,33,107,50,166,45,153
523,10059,7075-0-071,Aluminium Sheet,Future Metals LLC Europa Division,143.0000,1144.000000,8.00,52,10.0,SF,BATCH,,,,,,2,5,2,5,11,93
524,10107,AS568-275S59-70,Packing,"Boeing Distribution, Inc (Aviall)",8.0000,236.000000,29.50,14,10.0,EA,BATCH,,,,,,2,4,2,4,5,6
525,10124,55-2199-3,Flash Tube,"Boeing Distribution, Inc (Aviall)",7.0000,735.000000,105.00,9,10.0,EA,BATCH,,,,,,5,6,11,7,6,4
526,10146,711150,Stud Locker,Satair A/S,11.0000,132.000000,12.00,27,10.0,EA,BATCH,,,,,,2,5,3,29,2,11
527,10151,965135-180,Shim,Close Air Support,14.0000,294.000000,21.00,4,10.0,EA,BATCH,,min-max,10.0,20.0,,0,0,0,0,0,0
528,10177,AGS3900,Gasket  C0rruj0int,Rolls-Royce Aero Repair & Overhaul (UK),10.0000,250.000000,25.00,13,10.0,EA,BATCH,,,,,,5,8,6,12,2,4
529,10189,ASPLC2AC6,Collar,"The Boeing Comp, Spare Dist Cent",81.0000,81.000000,1.00,5,10.0,EA,BATCH,,,,,,3,7,1,3,5,6
530,10202,9111M35P05,"BALANCE SCREW, SOCKET HEAD (23,6G)","The Boeing Comp, Spare Dist Cent",3.0000,120.000000,40.00,36,10.0,EA,BATCH,,min-max,3.0,3.0,,0,0,0,0,2,1
531,10226,A35715,"RING, RETAINING",Safran Landing Systems,7.0000,0.000000,0.00,9,100.0,EA,BATCH,,min-max,1.0,2.0,FOC,0,0,0,0,0,0
532,10228,A35732,Spacer,Safran Landing Systems,24.0000,0.000000,0.00,60,100.0,EA,BATCH,,,,,,17,20,6,6,0,0
533,10290,728865,Gasket,"The Boeing Comp, Spare Dist Cent",4.0000,200.000000,50.00,7,10.0,EA,BATCH,,min-max,2.0,3.0,,0,0,0,0,0,0
534,10297,A35859,Bolt,Safran Landing Systems,149.0000,0.000000,0.00,49,100.0,EA,BATCH,,,,,,10,91,4,4,4,9
535,10322,727604-4,Filter Filter-Air,Satair A/S,10.0000,600.000000,60.00,35,10.0,EA,BATCH,,,,,C-CHECK 23-24,4,5,0,0,3,9
536,10324,74-882,Piston,Goodrich Corporation,79.0000,9638.000000,122.00,42,10.0,EA,BATCH,,,,,,7,27,2,7,0,0
537,10352,537-99,Heatsink,Goodrich Corporation,1.0000,90811.000000,90811.00,132,10.0,EA,BATCH,,min-max,2.0,4.0,,3,3,4,4,3,5
538,10366,63-495,Nut,Goodrich Corporation,232.0000,4640.000000,20.00,70,10.0,EA,BATCH,,,,,,79,1714,58,1372,17,227
539,10373,A35829,"INDEX, WEAR INDICATOR",Safran Landing Systems,8.0000,0.000000,0.00,28,100.0,EA,BATCH,,min-max,2.0,4.0,FOC,0,0,0,0,0,0
540,10374,AN4CH3A,Bolt,Safran Landing Systems,200.0000,0.000000,0.00,32,10.0,EA,BATCH,,min-max,4.0,8.0,FOC,0,0,0,0,0,0
541,10383,ACIEL00545-02,RACEWAY CABLE,Airline Components International Ltd.,403.0000,11284.000000,28.00,38,10.0,ME,BATCH,,,,,,15,431,9,320,3,-12
542,10437,A35663,Ball,Safran Landing Systems,49.0000,0.000000,0.00,74,100.0,EA,BATCH,,,,,,10,56,14,72,3,18
543,10447,A60701-1302,"Ring, back-up",Safran Landing Systems,94.0000,0.000000,0.00,33,100.0,EA,BATCH,,,,,,6,46,7,60,1,12
544,10448,ACIFL00105-764,Strip Kick,Airline Components International Ltd.,164.0000,1148.000000,7.00,17,10.0,ME,BATCH,,,,,,3,6,4,0,8,132
545,10461,B1316-04915,PLUG,CFM International,1.0000,198.000000,198.00,20,10.0,EA,BATCH,,min-max,1.0,1.0,,0,0,0,0,0,0
546,10469,AS3209-138,Seal    Ring,Avtrade (UK) Ltd.,54.0000,54.000000,1.00,12,100.0,EA,BATCH,,,,,,10,11,15,16,8,6
547,10532,ANN002-1,"Bag, Storage Lifevest Infant",Icelandair,14.0000,591.500000,42.25,102,10.0,EA,BATCH,,,,,,2,4,5,10,3,6
548,10555,AS3209-215,Ring,HAECO LTD,78.0000,0.000000,0.00,21,10.0,EA,BATCH,,,,,,2,2,3,5,3,3
549,10567,BAC1530-71,Seal,"Proponent , INC. (Kapco)",26.0000,1066.000000,41.00,19,10.0,FT,BATCH,,,,,,6,5,0,0,1,8
550,10571,68-1250,Packing Preformed,Goodrich Corporation,13.0000,598.000000,46.00,25,10.0,EA,BATCH,,,,,,13,16,33,42,7,15
551,10588,60-997,Spacer,Goodrich Corporation,0.0000,0.000000,0.00,22,100.0,EA,BATCH,,min-max,100.0,250.0,,9,275,2,5,0,0
552,10599,AN4H5A,Bolt,Goodrich Corporation,223.0000,0.000000,0.00,28,100.0,EA,BATCH,,min-max,40.0,80.0,8 STK Í BREMSU,28,201,1,5,1,1
553,10645,68-1032,Packing Packing-Preformed,"Boeing Distribution, Inc (Aviall)",11.0000,132.000000,12.00,32,10.0,EA,BATCH,,min-max,8.0,8.0,Q-200 / Q-400,2,6,0,0,0,0
554,10656,69B42967-1,Filter Temp Sensor  Flight Deck,"The Boeing Comp, Spare Dist Cent",57.0000,513.000000,9.00,30,10.0,EA,BATCH,,,,,,24,162,25,109,22,116
555,10660,720752-14WE,Packing-Preformed,Wencor West,44.0000,484.000000,11.00,29,10.0,EA,BATCH,,,,,,211,-10,192,240,94,117
556,10682,8023812,Packing,"Boeing Distribution, Inc (Aviall)",12.0000,252.000000,21.00,14,10.0,EA,BATCH,,min-max,2.0,5.0,,9,10,8,9,0,0
557,10706,68-1156,O-ring,Goodrich Corporation,23.0000,0.000000,0.00,22,100.0,EA,BATCH,,min-max,10.0,30.0,FOC,9,12,1,2,2,3
558,10711,78-123,Rivet   (Add Info),Goodrich Corporation,397.0000,397.000000,1.00,24,100.0,EA,BATCH,,,,,,21,299,26,482,15,234
559,10721,720752-58,Packing,"The Boeing Comp, Spare Dist Cent",28.0000,490.000000,17.50,11,10.0,EA,BATCH,,,,,,61,62,62,40,40,40
560,10722,73-00015-10005,FZ-G1 Docking Cable Left,Scandinavian Avionics A/S,7.0000,6720.000000,960.00,36,10.0,EA,BATCH,,,,,,4,2,14,0,10,8
561,10768,AN3-7A,Bolt,Boeing Distribution Services INC. (KLX),102.0000,0.000000,0.00,6,10.0,EA,BATCH,,,,,,11,81,2,17,0,0
562,10816,68-404,Packing,Goodrich Corporation,63.0000,126.000000,2.00,23,100.0,EA,BATCH,,,,,,21,21,27,32,3,3
563,10840,65-45792-7,Pane Middle  Passenger Window,"The Boeing Comp, Spare Dist Cent",41.0000,4264.000000,104.00,38,10.0,EA,BATCH,,,,,,3,11,13,60,9,72
564,10841,65-5930150,Málningar tape 50mm x 50m,Orka ehf.,85.0000,340.000000,4.00,12,10.0,EA,BATCH,,,,,,11,197,13,246,22,375
565,10845,68-1168,Packing,"Boeing Distribution, Inc (Aviall)",1.0000,82.000000,82.00,11,10.0,EA,BATCH,,,,,,5,6,8,11,3,3
566,10870,70005-0032,"PANEL ASSY - 3""-5"" ADJUSTABLE SPACER (POSITION DATA:  LH )","The Boeing Comp, Spare Dist Cent",16.0000,0.000000,0.00,10,10.0,EA,BATCH,,,,,,9,38,0,0,0,0
567,10894,AS20625,Nut     Bihex,Rolls-Royce Aero Repair & Overhaul (UK),7.0000,21.000000,3.00,22,10.0,EA,BATCH,,,,,,6,3,9,30,2,3
568,10896,AS22010,"Bolt    Bihex Hd ,Hp6 Air 0u",Boeing Distribution Services INC. (KLX),39.0000,468.000000,12.00,12,10.0,EA,BATCH,,min-max,32.0,40.0,,0,0,1,3,0,0
569,10908,BACB10HJ08,Bearing,"The Boeing Comp, Spare Dist Cent",8.0000,411.200000,51.40,8,10.0,EA,BATCH,,,,,,6,7,0,0,3,7
570,10924,649-263-171-0,NUT,CFM International SA,36.0000,0.000000,0.00,46,10.0,EA,BATCH,,,,,,3,4,0,0,4,0
571,10934,69B47961-2,Rod,"The Boeing Comp, Spare Dist Cent",7.0000,350.000000,50.00,22,10.0,EA,BATCH,,,,,,5,11,6,8,5,8
572,10950,85-589,Ring    Main Brake Assy,Goodrich Corporation,91.0000,1911.000000,21.00,48,10.0,EA,BATCH,,,,,,2,14,4,28,2,9
573,10985,78-129WE,Rivet   (Semi Tubular),Goodrich Corporation,380.0000,380.000000,1.00,23,100.0,EA,BATCH,,,,,,22,864,25,1369,16,674
574,11009,ASPLC2AC06,Collar,"The Boeing Comp, Spare Dist Cent",81.0000,0.000000,0.00,5,10.0,EA,BATCH,,,,,,3,7,1,3,5,6
575,11010,B2007Y054C,"TAG, SECURITY",LEKI Aviation,17.0000,170.000000,10.00,50,10.0,EA,BATCH,,,,,,1,1,3,3,10,11
576,11036,AS3208-02,Ring    Sealing,"The Boeing Comp, Spare Dist Cent",209.0000,0.000000,0.00,17,100.0,EA,BATCH,,,,,,207,311,191,361,93,235
577,11076,7075T6-063,Aluminum Aluminum Sheet,Future Metals LLC Europa Division,108.0000,648.000000,6.00,40,10.0,SF,BATCH,,,,,,1,4,3,3,4,5
578,11087,7586649,Cap,"The Boeing Comp, Spare Dist Cent",8.0000,56.000000,7.00,13,10.0,EA,BATCH,,,,,"ATH Seal Dynamics, low price",2,4,7,10,8,20
579,11112,78-132,Rivet   (Semi Tubular),Goodrich Corporation,890.0000,890.000000,1.00,23,100.0,EA,BATCH,,,,,,22,293,22,351,15,221
580,11124,AS1895-7-300,"Coupling Assy, Engine Build-Up","The Boeing Comp, Spare Dist Cent",12.0000,264.000000,22.00,12,10.0,EA,BATCH,,min-max,5.0,10.0,AOG,25,10,22,9,16,6
581,11128,B2007C041,Sec. seal for PN 15-40F-80,LEKI Aviation,6.0000,162.000000,27.00,21,10.0,EA,BATCH,,,,,,13,15,12,13,7,7
582,11140,80-831,"Washer, Countersunk",Goodrich Corporation,307.0000,1535.000000,5.00,23,100.0,EA,BATCH,,min-max,240.0,500.0,FOC / 48 per assy / MAX,7,289,3,9,4,159
583,11174,BACB10HH04,Bearing,"The Boeing Comp, Spare Dist Cent",6.0000,195.000000,32.50,45,10.0,EA,BATCH,,,,,,7,16,9,7,11,11
584,11184,9066M54P01,PLUG - FAULT ISOLATING MAG,Crane Hydro-Aire P.L. Porter,25.0000,9525.000000,381.00,77,10.0,EA,BATCH,,min-max,5.0,10.0,,13,20,9,8,4,13
585,11193,757-1130-50-1,Sticker Security Seal 757-1130-50-1 (DWG: DR2123),Tamper Technologies Ltd,43.0000,172.000000,4.00,39,10.0,EA,BATCH,,,,,,3,7,6,24,3,6
586,11194,767,Bulb Spare Bulb Stwg Instl,Boeing Distribution Services INC. (KLX),25.0000,175.000000,7.00,22,10.0,EA,BATCH,,,,,,19,73,12,55,6,47
587,11195,674-1031-2128,Lens Cap,Wencor West,3.0000,819.000000,273.00,55,10.0,EA,BATCH,,,,,,9,9,5,5,8,9
588,11196,68-1519,Oring,Goodrich Corporation,51.0000,102.000000,2.00,23,10.0,EA,BATCH,,,,,,6,11,4,31,1,7
589,11209,81394-10,Roller,Ancra International,32.0000,960.000000,30.00,48,10.0,EA,BATCH,,,,,,5,10,9,42,17,16
590,11236,729-0071,Cord,"The Boeing Comp, Spare Dist Cent",1.0000,646.500000,646.50,10,10.0,EA,BATCH,,min-max,1.0,1.0,,1,1,1,1,2,3
591,11261,998502-10-1,Lamp    Reading Light Lamp,"The Boeing Comp, Spare Dist Cent",90.0000,675.000000,7.50,17,10.0,EA,BATCH,,,,,,11,42,9,101,3,38
592,11289,822-201-002-101,Gasket  Junction Box,Rolls-Royce Aero Repair & Overhaul (UK),2.0000,90.000000,45.00,11,10.0,EA,BATCH,,min-max,1.0,2.0,,0,0,2,2,0,0
593,11338,BACB10FJ05,Bearing,Icelandair,14.0000,266.000000,19.00,13,10.0,EA,BATCH,,,,,,3,3,3,4,3,-4
594,11339,BACB10HJ10,Bearing,"The Boeing Comp, Spare Dist Cent",2.0000,149.333340,74.67,19,10.0,EA,BATCH,,,,,,3,7,0,0,6,16
595,11353,965135-181,Shim,Close Air Support,13.0000,286.000000,22.00,4,10.0,EA,BATCH,,min-max,10.0,20.0,,1,1,0,0,0,0
596,11370,8001-116,Door Ay Tank Access  Wing Lwr Surf,Jet Midwest,3.0000,4434.000000,1478.00,29,10.0,EA,BATCH,,min-max,1.0,2.0,,3,1,1,1,3,1
597,11372,80-729-1,Washer,"Boeing Distribution, Inc (Aviall)",28.0000,448.000000,16.00,30,10.0,EA,BATCH,,,,,,3,17,3,27,1,8
598,11375,740001,Dischrgr Tip  Static  Wing,"The Boeing Comp, Spare Dist Cent",16.0000,583.245280,36.45,28,10.0,EA,BATCH,,,,,,35,63,25,52,27,59
599,11388,BACB30LM4-6,Bolt,"The Boeing Comp, Spare Dist Cent",167.0000,334.000000,2.00,4,10.0,EA,BATCH,,,,,,5,20,4,37,1,4
600,11392,80-702,Washer Washer-Counter Sunk,Goodrich Corporation,60.0000,420.000000,7.00,13,10.0,EA,BATCH,,,,,,41,1501,12,209,2,6
601,11401,609850,Regulatr Temperaror,"Proponent , INC. (Kapco)",1.0000,1582.000000,1582.00,25,10.0,EA,BATCH,,,,,,1,1,3,3,3,4
602,11419,BAC27TCH0231,Decal,"The Boeing Comp, Spare Dist Cent",4.0000,28.000000,7.00,11,10.0,EA,BATCH,,,,,,1,5,7,18,2,9
603,11423,728747,COVER,Satair A/S,3.0000,2037.000000,679.00,3,10.0,EA,BATCH,,min-max,2.0,5.0,,0,0,1,1,0,0
604,11450,7513128,Element Filter,PDQ Air Spares Ltd.,13.0000,280.222280,21.56,14,10.0,EA,BATCH,,,8.0,8.0,"ATH Seal Dynamics, low price / 737",31,48,17,25,9,15
605,11502,BACB30LM4-5,Bolt,"The Boeing Comp, Spare Dist Cent",22.0000,22.000000,1.00,7,100.0,EA,BATCH,,,,,,3,7,8,37,2,16
606,11524,BACB30MY8K7,Bolt,"The Boeing Comp, Spare Dist Cent",69.0000,69.000000,1.00,6,10.0,EA,BATCH,,,,,,8,57,5,36,1,1
607,11544,AS1895-7-200,Seal   Pneumatic Inst.,Wencor West,4.0000,68.000000,17.00,39,10.0,EA,BATCH,,min-max,3.0,10.0,engine shop,6,10,2,2,1,1
608,11569,BACB30MY6K4,Bolt,Boeing Distribution Services INC. (KLX),650.0000,650.000000,1.00,19,100.0,EA,BATCH,,,,,,5,42,9,370,9,156
609,11582,7075-0-080,"Aluminium Sheet 7075-0 Qqa 250/13 ,080 X 48  X 144",Future Metals LLC,43.0000,344.000000,8.00,36,10.0,SF,BATCH,,,,,,5,12,4,72,1,2
610,11586,7449FT972,Ring,"The Boeing Comp, Spare Dist Cent",5.0000,1170.000000,234.00,40,10.0,EA,BATCH,,min-max,3.0,6.0,"ATH Seal Dynamics, low price",0,0,1,3,2,0
