,item_number,consumption_date,qty
50967,720752-14WE,2023-09-20,1.0
50968,7513128,2023-09-20,1.0
50969,7553276,2023-09-20,1.0
50970,7577741,2023-09-20,1.0
50971,8023812,2023-09-20,2.0
50972,93-965,2023-09-20,18.0
50973,AS3208-02,2023-09-20,1.0
50974,AS43003-908,2023-09-20,3.0
50975,B00574500000,2023-09-20,9.0
50976,BACB30NM3K4,2023-09-20,2.0
50977,BACB30NW5K3,2023-09-20,30.0
50978,BACB30NW5K4,2023-09-20,10.0
50979,BACB30VF3K3,2023-09-20,700.0
50980,BACJ40AP20-07,2023-09-20,1.0
50981,BACN11AG4,2023-09-20,18.0
50982,BACS38P5,2023-09-20,1.0
50983,BACT12AC8,2023-09-20,1.0
50984,BHV7091L,2023-09-20,200.0
50985,BHV7093L,2023-09-20,24.0
50986,BMS5-133TYPEII,2023-09-20,31.0
50987,BSH10280L,2023-09-20,144.0
50988,CD01068F4,2023-09-20,2.0
50989,F15T12WW,2023-09-20,-2.0
50990,FHR8-2,2023-09-20,5.0
50991,HV20000-00,2023-09-20,8.0
50992,ICE070123-00,2023-09-20,1.0
50993,ICE070123-50,2023-09-20,1.0
50994,M83248-1-216,2023-09-20,1.0
50995,M83485-1-225,2023-09-20,2.0
50996,M83485-1-905,2023-09-20,1.0
50997,M83485-1-906,2023-09-20,2.0
50998,MARWEAR BLACK L,2023-09-20,10.0
50999,MARWEAR BLACK XL,2023-09-20,10.0
51000,MARWEAR BLACK XXL,2023-09-20,10.0
51001,MS28782-19,2023-09-20,1.0
51002,MS28782-25,2023-09-20,2.0
51003,MS9245-25,2023-09-20,33.0
51004,NAS1611-114A,2023-09-20,1.0
51005,NAS1611-211,2023-09-20,3.0
51006,NAS1611-214A,2023-09-20,2.0
51007,NAS1611-220A,2023-09-20,0.0
51008,NAS1611-226,2023-09-20,1.0
51009,NAS1611-228A,2023-09-20,1.0
51010,P196698,2023-09-20,1.0
51011,P2-07-0015-002,2023-09-20,2.0
51012,P629-3,2023-09-20,3.0
51013,PLT3IM,2023-09-20,10.0
51014,PS870B2,2023-09-20,1.0
51015,TURB0NYC0IL600,2023-09-20,24.0
51016,002A0081-1,2023-09-21,1.0
51017,002A0082-1,2023-09-21,1.0
51018,002A0119-1,2023-09-21,1.0
51019,02-09-0020-99,2023-09-21,66.0
51020,033527,2023-09-21,1.0
51021,038057-00-81,2023-09-21,1.0
51022,108-2,2023-09-21,3.0
51023,11-10638,2023-09-21,1.0
51024,123E1520,2023-09-21,150.0
51025,185F88-6,2023-09-21,2.0
51026,213A6404-1,2023-09-21,1.0
51027,222K83-1,2023-09-21,1.0
51028,2-329N674-70,2023-09-21,2.0
51029,233T8308-7,2023-09-21,2.0
51030,266-340,2023-09-21,2.0
51031,2685336,2023-09-21,1.0
51032,272A0101-409M-N1490863643,2023-09-21,1.0
51033,315A6326-1,2023-09-21,2.0
51034,315A6326-19,2023-09-21,1.0
51035,315A6326-2,2023-09-21,2.0
51036,315A6326-7,2023-09-21,1.0
51037,315A6326-9,2023-09-21,1.0
51038,3205-15,2023-09-21,8.0
51039,324484,2023-09-21,2.0
51040,347K63-1,2023-09-21,1.0
51041,389A-20629,2023-09-21,1.0
51042,38FA602,2023-09-21,1.0
51043,44066WE,2023-09-21,6.0
51044,65C33095-5,2023-09-21,1.0
51045,67041488-203,2023-09-21,3.0
51046,68-1250,2023-09-21,1.0
51047,68-1332,2023-09-21,1.0
51048,69906,2023-09-21,2.0
51049,720752-14WE,2023-09-21,1.0
51050,740001,2023-09-21,1.0
51051,7511122,2023-09-21,1.0
51052,7513128,2023-09-21,4.0
51053,7577741,2023-09-21,3.0
51054,8202-01-1207,2023-09-21,1.0
51055,A1-26-0086-002,2023-09-21,4.0
51056,AC7681E2,2023-09-21,1.0
51057,AC9780F15Y11,2023-09-21,4.0
51058,ACICC00293-764,2023-09-21,2.0
51059,AS3208-02,2023-09-21,1.0
51060,AS3208-05,2023-09-21,1.0
51061,AS3209-226,2023-09-21,2.0
51062,AS43003-908,2023-09-21,3.0
51063,AS43013-154,2023-09-21,2.0
51064,B00574500000,2023-09-21,1.0
51065,BACB30NM3K5,2023-09-21,4.0
51066,BACB30NN3K7,2023-09-21,100.0
51067,BACC47CP1A,2023-09-21,2.0
51068,BACS12CK3U10,2023-09-21,62.0
51069,BACS12GU3K18,2023-09-21,58.0
51070,BACS12GU3K20,2023-09-21,58.0
51071,BACS12GU3K30,2023-09-21,6.0
51072,BACS12GU3K32,2023-09-21,2.0
51073,BACS12HL3AK18,2023-09-21,58.0
51074,BACS18BF1,2023-09-21,2.0
51075,BACS38K1,2023-09-21,20.0
51076,BACS38W3,2023-09-21,54.0
51077,BACW10BP3CD,2023-09-21,4.0
51078,BMS3-33,2023-09-21,4.0
51079,BMS5-133TYPEII,2023-09-21,3.0
51080,FHR8-2,2023-09-21,-4.0
51081,GRAY1994-7,2023-09-21,20.0
51082,GREASE33TUBE,2023-09-21,4.0
51083,HT603A254X30,2023-09-21,2.0
51084,HV20000-00,2023-09-21,1.0
51085,ICE070123-00,2023-09-21,-1.0
51086,ICE070123-50,2023-09-21,-1.0
51087,JUP1182-1,2023-09-21,1.0
51088,L507949-20629,2023-09-21,1.0
51089,M25988-1-110,2023-09-21,4.0
51090,M25988-2-036,2023-09-21,1.0
51091,M39029-1-101,2023-09-21,21.0
51092,M81969-39-01,2023-09-21,10.0
51093,M83485-1-008,2023-09-21,2.0
51094,M83485-1-152,2023-09-21,1.0
51095,M83485-1-214,2023-09-21,4.0
51096,MS24665-134,2023-09-21,25.0
51097,MS28775-012,2023-09-21,1.0
51098,MS28775-216,2023-09-21,1.0
51099,MS28782-19,2023-09-21,3.0
51100,MS28782-25,2023-09-21,4.0
51101,MS28783-6,2023-09-21,6.0
51102,MS29513-111,2023-09-21,4.0
51103,NAS1611-114A,2023-09-21,2.0
51104,NAS1611-214A,2023-09-21,3.0
51105,NAS1611-220A,2023-09-21,3.0
51106,NAS1611-226,2023-09-21,1.0
51107,NAS1611-226A,2023-09-21,1.0
51108,NAS1611-228A,2023-09-21,4.0
51109,NAS1612-10A,2023-09-21,3.0
51110,NAS1612-8,2023-09-21,1.0
51111,NAS43DD3-87FC,2023-09-21,2.0
51112,NAS538-7P025,2023-09-21,-2.0
51113,NAS620-4L,2023-09-21,6.0
51114,P01074-101,2023-09-21,-183.0
51115,PS870B2,2023-09-21,5.0
51116,Q4559X,2023-09-21,1.0
51117,QA03963WE,2023-09-21,1.0
51118,RS1SG,2023-09-21,3.0
51119,RTV118,2023-09-21,1.0
51120,S9028A905,2023-09-21,2.0
51121,SAMPLEKIT,2023-09-21,2.0
51122,TRVC5,2023-09-21,100.0
51123,108-2,2023-09-22,3.0
51124,122157T030,2023-09-22,1.0
51125,1308,2023-09-22,2.0
51126,16700,2023-09-22,1.0
51127,1691,2023-09-22,10.0
51128,285N0412-1,2023-09-22,-1.0
51129,3011,2023-09-22,10.0
51130,311,2023-09-22,1.0
51131,387,2023-09-22,10.0
51132,398FR,2023-09-22,3.0
51133,4150S,2023-09-22,1.0
51134,44066WE,2023-09-22,6.0
51135,4551,2023-09-22,1.0
51136,63-495,2023-09-22,17.0
51137,63-537,2023-09-22,45.0
51138,68-1119,2023-09-22,1.0
51139,68-1120,2023-09-22,1.0
51140,68-1332,2023-09-22,2.0
51141,6839,2023-09-22,6.0
51142,685AS15,2023-09-22,1.0
51143,720752-14WE,2023-09-22,1.0
51144,7513128,2023-09-22,1.0
51145,7577741,2023-09-22,2.0
51146,767,2023-09-22,1.0
51147,80-702,2023-09-22,2.0
51148,8306-25-05-02,2023-09-22,2.0
51149,998502-10-1,2023-09-22,1.0
51150,A35860-10,2023-09-22,18.0
51151,A35877,2023-09-22,1.0
51152,AS3208-02,2023-09-22,2.0
51153,AS3209-009,2023-09-22,3.0
51154,AS43003-908,2023-09-22,6.0
51155,BACR15CE5M6,2023-09-22,1.0
51156,BACR15GA5-9,2023-09-22,2.0
51157,BACS12CK3-8,2023-09-22,12.0
51158,BACS12ER08K5,2023-09-22,2.0
51159,BMS5-133TYPEII,2023-09-22,3.0
51160,C11236-228B,2023-09-22,2.0
51161,ELW73-200001-24,2023-09-22,1.0
51162,F15T12WW,2023-09-22,2.0
51163,FI1100-01,2023-09-22,1000.0
51164,G02219,2023-09-22,4.0
51165,K30B18,2023-09-22,50.0
51166,KT43-1276,2023-09-22,19.0
51167,M83248-1-011,2023-09-22,1.0
51168,MS21913-6,2023-09-22,0.0
51169,MS28778-6,2023-09-22,1.0
51170,MS28782-19,2023-09-22,1.0
51171,MS28782-25,2023-09-22,4.0
51172,MS28783-6,2023-09-22,2.0
51173,MS29512-04,2023-09-22,1.0
51174,NAS1149F0363P,2023-09-22,12.0
51175,NAS1611-114A,2023-09-22,2.0
51176,NAS1611-214A,2023-09-22,1.0
51177,NAS1611-220A,2023-09-22,2.0
51178,NAS1611-228A,2023-09-22,1.0
51179,NAS1612-10A,2023-09-22,1.0
51180,NAS1612-6A,2023-09-22,2.0
51181,P629-3,2023-09-22,3.0
51182,PS870B1-2,2023-09-22,2.0
51183,PS870B2,2023-09-22,3.0
51184,S4933959-521,2023-09-22,25.0
51185,YA211-25,2023-09-22,1.0
51186,12-1000,2023-09-23,-36.0
51187,28301-12,2023-09-23,20.0
51188,289-601-248,2023-09-23,35.0
51189,33M100,2023-09-23,1.0
51190,44066WE,2023-09-23,12.0
51191,4551,2023-09-23,1.0
51192,720752-14WE,2023-09-23,2.0
51193,7577741,2023-09-23,1.0
51194,AS3208-02,2023-09-23,2.0
51195,AS43003-908,2023-09-23,6.0
51196,BACR13CF2A,2023-09-23,1.0
51197,BACR13CJ2,2023-09-23,1.0
51198,BACR15FV6KE6,2023-09-23,1.0
51199,ES210-1632,2023-09-23,1.0
51200,MS28782-25,2023-09-23,2.0
51201,NAS1611-114A,2023-09-23,1.0
51202,NAS1611-220A,2023-09-23,1.0
51203,NAS1612-6A,2023-09-23,20.0
51204,SKYDR0L500B4,2023-09-23,6.0
51205,YA211-25,2023-09-23,1.0
51206,1090-06,2023-09-24,1.0
51207,3-905S383-70,2023-09-24,2.0
51208,502761-401-2258,2023-09-24,10.0
51209,66-18189-1,2023-09-24,0.0
51210,7101-26,2023-09-24,1.0
51211,740001,2023-09-24,-1.0
51212,7577741,2023-09-24,1.0
51213,856504-2,2023-09-24,1.0
51214,AS12801-149,2023-09-24,1.0
51215,AS43003-905,2023-09-24,1.0
51216,AS43013-123,2023-09-24,2.0
51217,BACP11K4,2023-09-24,1.0
51218,KB27116,2023-09-24,2.0
51219,KB27120,2023-09-24,2.0
51220,KB27133,2023-09-24,1.0
51221,MS28782-25,2023-09-24,2.0
51222,NAS1611-114A,2023-09-24,1.0
51223,NAS1611-220A,2023-09-24,1.0
51224,RTV106,2023-09-24,1.0
51225,S8990-605,2023-09-24,1.0
51226,S8990-608,2023-09-24,1.0
51227,002A0081-1,2023-09-25,1.0
51228,02-09-0020-99,2023-09-25,66.0
51229,107175,2023-09-25,200.0
51230,1111-0006-1,2023-09-25,4.0
51231,11-6557-5B,2023-09-25,1.0
51232,16-0095-1,2023-09-25,1.0
51233,213A6404-1,2023-09-25,1.0
51234,290FR3,2023-09-25,1.0
51235,315A6326-11,2023-09-25,2.0
51236,315A6326-13,2023-09-25,2.0
51237,315A6326-14,2023-09-25,2.0
51238,315A6326-19,2023-09-25,1.0
51239,315A6326-24,2023-09-25,2.0
51240,315A6326-4,2023-09-25,2.0
51241,315A6326-5,2023-09-25,2.0
51242,315A6326-7,2023-09-25,1.0
51243,398FR,2023-09-25,2.0
51244,411N3210-90,2023-09-25,4.0
51245,44066WE,2023-09-25,18.0
51246,69906,2023-09-25,2.0
51247,7101-26,2023-09-25,-1.0
51248,720752-14WE,2023-09-25,3.0
51249,7577741,2023-09-25,3.0
51250,A0696Y,2023-09-25,2.0
51251,A1-26-0086-002,2023-09-25,5.0
51252,A7098A,2023-09-25,1.0
51253,AC9780F15Y11,2023-09-25,10.0
51254,ALGCR215,2023-09-25,200.0
51255,AS3208-02,2023-09-25,3.0
51256,AS3208-05,2023-09-25,3.0
51257,AS3209-226,2023-09-25,12.0
51258,AS43003-908,2023-09-25,9.0
51259,BACB30XD3K5,2023-09-25,5.0
51260,BACB30XD3K6,2023-09-25,4.0
51261,BACB30ZE4-5,2023-09-25,1.0
51262,BHV7091L,2023-09-25,200.0
51263,BHV7093L,2023-09-25,36.0
51264,BMS3-33,2023-09-25,10.0
51265,CVH400KA,2023-09-25,2.0
51266,ENV0SEAL,2023-09-25,53.0
51267,GREASE33TUBE,2023-09-25,10.0
51268,HL1087-6,2023-09-25,2.0
51269,JYK121,2023-09-25,1.0
51270,KB27123,2023-09-25,1.0
51271,LOCTITE242,2023-09-25,1.0
51272,M83485-1-214,2023-09-25,10.0
51273,MAT203,2023-09-25,14.0
51274,MILPRF32014,2023-09-25,1.0
51275,MS28782-25,2023-09-25,6.0
51276,NAS1149D0332K,2023-09-25,2.0
51277,NAS1611-114A,2023-09-25,4.0
51278,NAS1611-214A,2023-09-25,1.0
51279,NAS1611-220A,2023-09-25,3.0
51280,P2-07-0021-002,2023-09-25,3.0
51281,P629-3,2023-09-25,3.0
51282,PS870B2,2023-09-25,2.0
51283,R14,2023-09-25,36.0
51284,R9003,2023-09-25,1.0
51285,SKYDR0L500B4,2023-09-25,2.0
51286,TURB0NYC0IL600,2023-09-25,18.0
51287,YA211-25,2023-09-25,1.0
51288,01940-007,2023-09-26,1.0
51289,01956-003,2023-09-26,1.0
51290,020-003-183,2023-09-26,1.0
51291,05-0126-01,2023-09-26,1.0
51292,1L400407-57,2023-09-26,1.0
51293,214T3419-29,2023-09-26,5.0
51294,2-267S317-60,2023-09-26,1.0
51295,2D3015-3,2023-09-26,1.0
51296,370570,2023-09-26,1.0
51297,387,2023-09-26,40.0
51298,398FR,2023-09-26,1.0
51299,43-1424,2023-09-26,1.0
51300,44066WE,2023-09-26,6.0
51301,45-258,2023-09-26,2.0
51302,4A114-0016-1,2023-09-26,1.0
51303,52618-20629,2023-09-26,1.0
51304,592XS2-629,2023-09-26,1.0
51305,63-495,2023-09-26,16.0
51306,654T0035-24,2023-09-26,1.0
51307,68-1478,2023-09-26,2.0
51308,68-185,2023-09-26,1.0
51309,69-69882-5,2023-09-26,3.0
51310,69-69882-7,2023-09-26,3.0
51311,69B42967-1,2023-09-26,7.0
51312,720752-14WE,2023-09-26,1.0
51313,740001,2023-09-26,1.0
51314,7513128,2023-09-26,1.0
51315,80-702,2023-09-26,32.0
51316,83469-13,2023-09-26,-2.0
51317,A1-26-0086-002,2023-09-26,11.0
51318,AS3208-02,2023-09-26,1.0
51319,AS3208-05,2023-09-26,1.0
51320,AS43003-908,2023-09-26,3.0
51321,B00574500000,2023-09-26,-2.0
51322,BACB30PN12-24,2023-09-26,4.0
51323,BACB30PN12-24M,2023-09-26,4.0
51324,BACB30PN12-32M,2023-09-26,-4.0
51325,BACB30PN14-34,2023-09-26,4.0
51326,BACB30PN14-37M,2023-09-26,-4.0
51327,BACB30XD3K6,2023-09-26,22.0
51328,BACT12AC54,2023-09-26,0.0
51329,BACT12AC8,2023-09-26,10.0
51330,BMS8-45H,2023-09-26,20.0
51331,C0RBAN27L,2023-09-26,1.0
51332,C0TT0NPARTSBAG,2023-09-26,500.0
51333,F11433700000,2023-09-26,1.0
51334,F12510700000,2023-09-26,1.0
51335,FHR8-2,2023-09-26,4.0
51336,GUYBLAST20-30,2023-09-26,25.0
51337,K30B18,2023-09-26,2.0
51338,KEMA06595,2023-09-26,1.0
51339,KR0IL,2023-09-26,1.0
51340,KT43-1276,2023-09-26,16.0
51341,LJ75122,2023-09-26,-1.0
51342,LM718910-20629,2023-09-26,2.0
51343,MS28782-19,2023-09-26,1.0
51344,MS28783-6,2023-09-26,2.0
51345,NAS1611-113A,2023-09-26,2.0
51346,NAS1611-214A,2023-09-26,1.0
51347,NAS1611-228A,2023-09-26,1.0
51348,NAS1612-10A,2023-09-26,1.0
51349,NAS1612-6A,2023-09-26,1.0
51350,P2-07-0021-002,2023-09-26,5.0
51351,P4-01-0021,2023-09-26,1.0
51352,P629-3,2023-09-26,1.0
51353,RSN62CD,2023-09-26,0.0
51354,SL4750NA,2023-09-26,-4.0
51355,SL4751NA,2023-09-26,-4.0
51356,UL26059,2023-09-26,-1.0
51357,YA211-25,2023-09-26,1.0
51358,0000565,2023-09-27,25.0
51359,02-09-0020-99,2023-09-27,66.0
51360,132050180,2023-09-27,20.0
51361,1C7005-11ABE,2023-09-27,2.0
51362,28301-12,2023-09-27,1.0
51363,285N0412-1,2023-09-27,1.0
51364,289-601-248,2023-09-27,1.0
51365,38FA602,2023-09-27,1.0
51366,398FR,2023-09-27,5.0
51367,3M77,2023-09-27,1.0
51368,434-092-009,2023-09-27,1.0
51369,44066WE,2023-09-27,6.0
51370,45-308,2023-09-27,0.0
51371,56-592,2023-09-27,4.0
51372,594-20629,2023-09-27,2.0
51373,68-1119,2023-09-27,0.0
51374,68-1120,2023-09-27,2.0
51375,68-1523,2023-09-27,0.0
51376,68-1569,2023-09-27,2.0
51377,720752-10WE,2023-09-27,2.0
51378,720752-14WE,2023-09-27,3.0
51379,720752-33,2023-09-27,1.0
51380,720752-58,2023-09-27,2.0
51381,7577741,2023-09-27,2.0
51382,9402-25-05,2023-09-27,1.0
51383,989803139261,2023-09-27,3.0
51384,ACICC00293-764,2023-09-27,2.0
51385,ACIEL00545-02,2023-09-27,54.0
51386,ACIFL00347-764,2023-09-27,20.0
51387,AS3208-02,2023-09-27,3.0
51388,AS43003-908,2023-09-27,3.0
51389,B00574500000,2023-09-27,20.0
51390,BACB30NN3K5,2023-09-27,4.0
51391,BACB30NW8K11,2023-09-27,2.0
51392,BACB30XD3K5,2023-09-27,1.0
51393,BACB30ZE4-9,2023-09-27,5.0
51394,BACN10YR3C,2023-09-27,4.0
51395,BACN10YR3CD,2023-09-27,1.0
51396,BACR12BM211,2023-09-27,4.0
51397,BACS12FA3K16,2023-09-27,50.0
51398,C0RBAN27L,2023-09-27,1.0
51399,C11236-211B,2023-09-27,4.0
51400,E05805001011525,2023-09-27,25.0
51401,HLX64621,2023-09-27,2.0
51402,HV20000-00,2023-09-27,-1.0
51403,LM718947-20629,2023-09-27,1.0
51404,M5070A,2023-09-27,2.0
51405,MARWEAR BLACK XL,2023-09-27,20.0
51406,MS28782-25,2023-09-27,4.0
51407,MS35207-260,2023-09-27,2.0
51408,MS35338-43,2023-09-27,2.0
51409,NAS1149D0316H,2023-09-27,1.0
51410,NAS1149FN632P,2023-09-27,30.0
51411,NAS1611-114A,2023-09-27,2.0
51412,NAS1611-211,2023-09-27,2.0
51413,NAS1611-220A,2023-09-27,2.0
51414,NAS601-7P,2023-09-27,30.0
51415,P629-3,2023-09-27,5.0
51416,RBF9REDROLL6,2023-09-27,2.0
51417,RF807,2023-09-27,1.0
51418,RS1SG,2023-09-27,3.0
51419,S9413-012,2023-09-27,2.0
51420,141A6118-2,2023-09-28,1.0
51421,16202-025,2023-09-28,3.0
51422,16202-027,2023-09-28,3.0
51423,2-132N602-70,2023-09-28,7.0
51424,241076,2023-09-28,3.0
51425,285N0412-1,2023-09-28,-1.0
51426,340121020,2023-09-28,3.0
51427,4208-100,2023-09-28,1.0
51428,42302-102,2023-09-28,3.0
51429,46365A87,2023-09-28,2.0
51430,4812-105,2023-09-28,3.0
51431,4812-107,2023-09-28,6.0
51432,4812-141,2023-09-28,3.0
51433,4812-155,2023-09-28,4.0
51434,4812-172,2023-09-28,3.0
51435,4812-200,2023-09-28,3.0
51436,4812-31,2023-09-28,24.0
51437,4812-70,2023-09-28,4.0
51438,63-495,2023-09-28,32.0
51439,65-5930138,2023-09-28,24.0
51440,65-5930150,2023-09-28,26.0
51441,710724,2023-09-28,1.0
51442,80-702,2023-09-28,36.0
51443,8306-25-05-02,2023-09-28,1.0
51444,A0696Y,2023-09-28,1.0
51445,AGATL4269111176,2023-09-28,1.0
51446,AS12801-149,2023-09-28,1.0
51447,AS43013-120,2023-09-28,2.0
51448,AS43013-123,2023-09-28,2.0
51449,B00574500000,2023-09-28,-1.0
51450,BACB30PN12-24,2023-09-28,-4.0
51451,BACB30PN12-24M,2023-09-28,-4.0
51452,BACB30PN14-34,2023-09-28,-4.0
51453,BACB30XD3K6,2023-09-28,15.0
51454,BACB30ZE4-7,2023-09-28,2.0
51455,BACB30ZE4-9,2023-09-28,3.0
51456,BACJ40AP20-07,2023-09-28,1.0
51457,BACN10YR3CM,2023-09-28,5.0
51458,BACP18BC01A06P,2023-09-28,4.0
51459,BACP18BC03A10P,2023-09-28,2.0
51460,BACR15CE4D5,2023-09-28,0.0
51461,BACR15GF4D6,2023-09-28,0.0
51462,BACW10BP4CD,2023-09-28,1.0
51463,BACW10P186CC,2023-09-28,2.0
51464,C0TT0NPARTSBAG,2023-09-28,500.0
51465,ELW73-200001-24,2023-09-28,-1.0
51466,ICE100123-50,2023-09-28,8.0
51467,KB27114,2023-09-28,2.0
51468,KB27120,2023-09-28,6.0
51469,KB27121,2023-09-28,2.0
51470,KT43-1276,2023-09-28,32.0
51471,MARWEAR BLACK XXL,2023-09-28,10.0
51472,MS16624-4025,2023-09-28,3.0
51473,MS25231-1873,2023-09-28,10.0
51474,MS51957-46,2023-09-28,10.0
51475,MS51957-53,2023-09-28,24.0
51476,N5000-150H,2023-09-28,6.0
51477,NAS1149CN832R,2023-09-28,40.0
51478,NAS1291C08M,2023-09-28,50.0
51479,NAS1612-12,2023-09-28,2.0
51480,NAS679C08M,2023-09-28,25.0
51481,PS870B1-2,2023-09-28,1.0
51482,PS870B2,2023-09-28,1.0
51483,PS890A2,2023-09-28,1.0
51484,PS890B2,2023-09-28,1.0
51485,S9413-227,2023-09-28,1.0
51486,SDI16202-020,2023-09-28,3.0
51487,UL15739,2023-09-28,1.0
51488,025-050-012,2023-09-29,6.0
51489,025-050-12,2023-09-29,6.0
51490,100806-1,2023-09-29,1.0
51491,108-2,2023-09-29,2.0
51492,1132,2023-09-29,1.0
51493,132050180,2023-09-29,20.0
51494,16202-022,2023-09-29,3.0
51495,170-204,2023-09-29,8.0
51496,28301-12,2023-09-29,1.0
51497,285N0412-1,2023-09-29,0.0
51498,315170200072,2023-09-29,1.0
51499,347K63-1,2023-09-29,2.0
51500,364-229-401-0,2023-09-29,1.0
51501,364-229-501-0,2023-09-29,1.0
51502,411N1114-12A,2023-09-29,3.0
51503,592XS2-629,2023-09-29,1.0
51504,63-495,2023-09-29,16.0
51505,649-150-091-0,2023-09-29,4.0
51506,649-150-100-0,2023-09-29,4.0
51507,649-263-171-0,2023-09-29,4.0
51508,65C33095-5,2023-09-29,2.0
51509,80-702,2023-09-29,32.0
51510,856504-2,2023-09-29,1.0
51511,"A-A-59474 TYPE I, CLASS 4",2023-09-29,1.0
51512,AC9780F15Y11,2023-09-29,2.0
51513,AN4H5A,2023-09-29,8.0
51514,AS3209-226,2023-09-29,2.0
51515,BACC15AJ1A,2023-09-29,3.0
51516,BACN11AG3,2023-09-29,16.0
51517,BACR12BM115,2023-09-29,1.0
51518,BACW10BP6DP,2023-09-29,4.0
51519,BMS3-33,2023-09-29,2.0
51520,BMS5-133TYPEII,2023-09-29,2.0
51521,BRAYC0795,2023-09-29,1.0
51522,CR2663-3-1,2023-09-29,4.0
51523,FHR8-2,2023-09-29,-2.0
51524,FS203X916,2023-09-29,4.0
51525,GREASE33TUBE,2023-09-29,2.0
51526,HLX64621,2023-09-29,3.0
51527,ICE100123-50,2023-09-29,12.0
51528,J221P904,2023-09-29,2.0
51529,KT43-1276,2023-09-29,16.0
51530,M0LYK0TED321R400,2023-09-29,2.0
51531,M25988-1-110,2023-09-29,8.0
51532,M83485-1-214,2023-09-29,2.0
51533,NAS1102-3-16,2023-09-29,8.0
51534,NAS1149D0563J,2023-09-29,4.0
51535,NAS1149F0332P,2023-09-29,16.0
51536,NAS1149V0432M,2023-09-29,4.0
51537,NAS1611-115,2023-09-29,1.0
51538,NAS1612-16A,2023-09-29,4.0
51539,P421-1,2023-09-29,1.0
51540,PLH55CD,2023-09-29,4.0
51541,PS870B1-2,2023-09-29,1.0
51542,PS890A2,2023-09-29,6.0
51543,PS890B2,2023-09-29,6.0
51544,S6-06-0143-001,2023-09-29,14.0
51545,S8990-605,2023-09-29,1.0
51546,S8990-608,2023-09-29,1.0
51547,SP-0001994,2023-09-29,20.0
51548,TURB0NYC0IL600,2023-09-29,864.0
51549,UL17715,2023-09-29,10.0
51550,100806-1,2023-09-30,-1.0
51551,4551,2023-09-30,4.0
51552,4554,2023-09-30,2.0
51553,674-1031-2128,2023-09-30,1.0
51554,7577741,2023-09-30,1.0
51555,ICE100123-50,2023-09-30,12.0
51556,MS28782-25,2023-09-30,2.0
51557,NAS1611-114A,2023-09-30,1.0
51558,NAS1611-220A,2023-09-30,1.0
51559,Q4554,2023-09-30,2.0
51560,Q4559X,2023-09-30,1.0
51561,SP20523,2023-09-30,1.0
51562,108-2,2023-10-01,3.0
51563,44066WE,2023-10-01,0.0
51564,720752-14WE,2023-10-01,1.0
51565,AS3208-02,2023-10-01,1.0
51566,AS43003-908,2023-10-01,3.0
51567,BACB30NN4K9,2023-10-01,50.0
51568,BMS5-133TYPEII,2023-10-01,3.0
51569,ICE100123-50,2023-10-01,1.0
51570,J1438P020,2023-10-01,1.0
51571,MS28782-25,2023-10-01,-2.0
51572,NAS1611-220A,2023-10-01,-1.0
51573,P629,2023-10-01,2.0
51574,Q4559X,2023-10-01,1.0
51575,SAU10517,2023-10-01,1.0
51576,002A0081-1,2023-10-02,2.0
51577,002A0082-1,2023-10-02,2.0
51578,002A0119-1,2023-10-02,1.0
51579,033527,2023-10-02,1.0
51580,100806-1,2023-10-02,1.0
51581,122-11124-1A,2023-10-02,1.0
51582,1355-1363-612,2023-10-02,1.0
51583,1355-606,2023-10-02,4.0
51584,16335,2023-10-02,1.0
51585,18241,2023-10-02,1.0
51586,182628,2023-10-02,2.0
51587,1864,2023-10-02,2.0
51588,1C7005-11ABE,2023-10-02,1.0
51589,21510-51,2023-10-02,1.0
51590,24584,2023-10-02,-1.0
51591,2602195,2023-10-02,1.0
51592,2685336,2023-10-02,1.0
51593,272A0101-409M-N1490863643,2023-10-02,1.0
51594,285N0412-1,2023-10-02,1.0
51595,324484,2023-10-02,2.0
51596,38FA602,2023-10-02,1.0
51597,3M-471-50MM,2023-10-02,3.0
51598,45-308,2023-10-02,0.0
51599,4812-70,2023-10-02,-6.0
51600,4907-52,2023-10-02,1.0
51601,63-495,2023-10-02,48.0
51602,65C33095-5,2023-10-02,3.0
51603,67041488-203,2023-10-02,4.0
51604,68-1524,2023-10-02,1.0
51605,68-1573,2023-10-02,6.0
51606,69-69882-5,2023-10-02,7.0
51607,69-69882-7,2023-10-02,7.0
51608,7101-26,2023-10-02,1.0
51609,740001,2023-10-02,11.0
51610,740007,2023-10-02,2.0
51611,7511122,2023-10-02,1.0
51612,7513128,2023-10-02,5.0
51613,7577741,2023-10-02,4.0
51614,80-702,2023-10-02,96.0
51615,8306-25-05-02,2023-10-02,3.0
51616,856504-2,2023-10-02,1.0
51617,93-965,2023-10-02,2.0
51618,9PR5,2023-10-02,1.0
51619,A0696Y,2023-10-02,-1.0
51620,AC7681E2,2023-10-02,1.0
51621,AC9780F15Y11,2023-10-02,4.0
51622,AN3-5A,2023-10-02,16.0
51623,AS15001-1P,2023-10-02,3.0
51624,AS1895-7-300,2023-10-02,2.0
51625,AS1895-7-400,2023-10-02,2.0
51626,AS3208-05,2023-10-02,1.0
51627,AS3208-06,2023-10-02,1.0
51628,AS3209-226,2023-10-02,4.0
51629,BAC27DXT31,2023-10-02,1.0
51630,BACB10HH04,2023-10-02,1.0
