,pn,description,actual_stock,ideal_stock,station,del_time,buy_freq,purchasing_method,min,max
991,M0BILSHC100,Grease  Synthetic Grease In 35 Lb Cans,32.0000,0,KEF,17,10,low_sale,0,0
992,NAS1611-226,Packing,76.0000,0,KEF,17,100,low_sale,0,0
993,H0NITE16,Blast Mt Blasting Material,125.0000,0,KEF,32,100,low_sale,0,0
994,ADKB54T0035-7,Kit     Filter Kit,4.0000,0,KEF,33,10,low_sale,0,0
995,M83461-1-346,Packing,56.0000,0,KEF,42,10,low_sale,0,0
996,HL1087-6,Collar,2043.0000,0,KEF,22,100,low_sale,0,0
997,0091520200-2,Valve Ay Reservoir Vent,1.0000,0,KEF,10,10,low_sale,0,0
998,BACW10BP4DP,Washer,1202.0000,0,KEF,6,100,low_sale,0,0
999,H602S160D285,Latch Dr  Toilet Flush Valve Pan,7.0000,0,KEF,15,10,low_sale,0,0
1000,MS51957-53,Screw,240.0000,0,KEF,12,100,low_sale,0,0
1001,BACS12HN3-7,Screw,121.0000,0,KEF,12,100,low_sale,0,0
1002,KB27121,"Seal    Sealing,T0r0idal",13.0000,0,KEF,14,10,low_sale,0,0
1003,TN600-2,Turbonyco Placard Square Large,339.0000,0,KEF,6,10,low_sale,0,0
1004,BACB30NX6K5Y,Bolt,63.0000,0,KEF,9,100,low_sale,0,0
1005,MS29513-326,Packing,28.0000,0,KEF,27,100,low_sale,0,0
1006,53-224,Clip    Main Brake Assy,84.0000,0,KEF,24,10,low_sale,0,0
1007,2232,Lamp,3.0000,0,KEF,17,100,low_sale,0,0
1008,BACB30NW6K4X,Bolt,328.0000,0,KEF,11,100,low_sale,0,0
1009,43-1247,Bolt,104.0000,0,KEF,53,10,low_sale,0,0
1010,287T0011-1,Clamp,1425.0000,0,KEF,18,100,low_sale,0,0
1011,20050,Plate Anchor  Bulk Cargo Compt,6.0000,0,KEF,18,10,low_sale,0,0
1012,BACB30NW6K3,Bolt,713.0000,0,KEF,14,100,low_sale,0,0
1013,81395-10,Collar,46.0000,0,KEF,27,10,low_sale,0,0
1014,D436-38,Splice,89.0000,0,KEF,8,10,low_sale,0,0
1015,UL36013,Strip,12.0000,0,KEF,92,10,low_sale,0,0
1016,69494J908,Packing Packing-Preformed,3.0000,0,KEF,28,10,low_sale,0,0
1017,68-1168,Packing,6.0000,0,KEF,11,10,low_sale,0,0
1018,1728B,Fitting Lube  Nose Landing G,414.0000,0,KEF,37,100,low_sale,0,0
1019,411N1230-101,Latch Ay Panel Assy-Sidewall,13.0000,0,KEF,40,10,low_sale,0,0
1020,BACN10JC6CD,Nut,13.0000,0,KEF,22,10,low_sale,0,0
1021,BACB30NW8K4,Bolt,60.0000,0,KEF,16,100,low_sale,0,0
1022,NAS1149C0363R,Washer,1448.0000,0,KEF,61,100,low_sale,0,0
1023,BACT12AC49,Terminal,327.0000,0,KEF,20,10,low_sale,0,0
1024,45-192,Tube,36.0000,0,KEF,50,10,low_sale,0,0
1025,CS223-104,Connector,4.0000,0,KEF,36,10,low_sale,0,0
1026,BACR15DR3AC4,Rivet,623.0000,0,KEF,14,100,low_sale,0,0
1027,517-01,LIGHT SYSTEM ASSY,27.0000,0,KEF,19,10,low_sale,0,0
1028,10-60754-79,Seal    Fairing-Ving,34.0000,0,KEF,20,10,low_sale,0,0
1029,7515128,Filter Element,3.0000,0,KEF,23,10,low_sale,0,0
1030,16004-027-4,Hose,15.0000,0,KEF,83,10,low_sale,0,0
1031,BACB30PN14-34,Bolt,57.0000,0,KEF,18,10,low_sale,0,0
1032,NAS1805-4N,Nut,14.0000,0,KEF,20,100,low_sale,0,0
1033,BACB30NX6K5X,Bolt,279.0000,0,KEF,20,100,low_sale,0,0
1034,M25988-2-036,Packing,20.0000,0,KEF,7,10,low_sale,0,0
1035,149N6016-36,Seal Main Landing Gear Door,7.0000,0,KEF,14,10,low_sale,0,0
1036,BACB30NW8K9X,Bolt,36.0000,0,KEF,19,10,low_sale,0,0
1037,1251,Bulb Spare Bulb Stwg Instl,250.0000,0,KEF,13,100,low_sale,0,0
1038,BACB30NY6K7X,Bolt,10.0000,0,KEF,11,10,low_sale,0,0
1039,NAS1612-20A,Packing,14.0000,0,KEF,50,100,low_sale,0,0
1040,BACC30BH10,Collar,77.0000,0,KEF,24,100,low_sale,0,0
1041,GRAY1994-7,Gray Sewing Thread No.7,161.0000,0,KEF,61,10,low_sale,0,0
1042,AER0DURN0NSLIPW,Paint   White 000100  Aerodur Non Slip,16.0000,0,KEF,43,10,low_sale,0,0
1043,AS3209-216,Packing,88.0000,0,KEF,1,10,low_sale,0,0
1044,4812-15,Grommet,122.0000,0,KEF,15,100,low_sale,0,0
1045,BACT14A4,Terminal,14.0000,0,KEF,6,10,low_sale,0,0
1046,BACB30MY6K6,Bolt,72.0000,0,KEF,36,100,low_sale,0,0
1047,KB27123,Seal    Ring,4.0000,0,KEF,38,10,low_sale,0,0
1048,10237-1,Collar  Cb Panel - Red,42.0000,0,KEF,22,10,low_sale,0,0
1049,75425A81,3m Contact Adhesive 30 Nf Clear 1 Quart,11.0000,0,KEF,29,10,low_sale,0,0
1050,BACS12FA3K6,Screw,942.0000,0,KEF,27,100,low_sale,0,0
1051,H3-1566-1,Bracket,0.0000,0,KEF,9,10,low_sale,0,0
1052,170-204,Insert,95.0000,0,KEF,58,10,low_sale,0,0
1053,BACB30MY6K4,Bolt,650.0000,0,KEF,19,100,low_sale,0,0
1054,BACB30NX6K3,Bolt,401.0000,0,KEF,19,100,low_sale,0,0
1055,2606968,Bolt,144.0000,0,KEF,89,10,low_sale,0,0
1056,68-1523,Packing Preformed,49.0000,0,KEF,29,10,low_sale,0,0
1057,2024T3-040,Aluminum Aluminum Sheet,211.0000,0,KEF,92,10,low_sale,0,0
1058,68-1332,Packing Spacer,10.0000,0,KEF,33,10,low_sale,0,0
1059,BACB30NW6K8X,Bolt,213.0000,0,KEF,12,100,low_sale,0,0
1060,PS870B2,Sealant 6 Oz,81.0000,0,KEF,28,10,low_sale,0,0
1061,68-185,Oring,57.0000,0,KEF,32,10,low_sale,0,0
1062,BACR15FV6KE5,Rivet,138.0000,0,KEF,9,10,low_sale,0,0
1063,AN960KD10LL,Washer,522.0000,0,KEF,11,100,low_sale,0,0
1064,BACB30NW8K10,Bolt,40.0000,0,KEF,78,100,low_sale,0,0
1065,134-366-1,Rotor,11.0000,0,KEF,69,10,low_sale,0,0
1066,BACB30MY8K8,Bolt,89.0000,0,KEF,8,100,low_sale,0,0
1067,BACC30R10,Collar,39.0000,0,KEF,18,10,low_sale,0,0
1068,M81934-1-06C014,Sleeve,8.0000,0,KEF,13,10,low_sale,0,0
1069,NAS1252-716H,Washer,138.0000,0,KEF,21,100,low_sale,0,0
1070,16700,Base Discharger Rudder,5.0000,0,KEF,61,10,low_sale,0,0
1071,TVJ24,Warning Tag,1010.0000,0,KEF,47,100,low_sale,0,0
1072,MS21260L4RH,Terminal,19.0000,0,KEF,8,10,low_sale,0,0
1073,ACIFL00347-764,"COVER, SEAT TRACK, 2m",4.0000,0,KEF,48,10,low_sale,0,0
1074,5241256810,Seal,153.0000,0,KEF,21,100,low_sale,0,0
1075,BACP18BC03A06P,Pin,271.0000,0,KEF,13,100,low_sale,0,0
1076,HT3V,Bearing,18.0000,0,KEF,20,10,low_sale,0,0
1077,NAS1611-143,Packing,158.0000,0,KEF,11,10,low_sale,0,0
1078,BACC10GU105,Clamp,58.0000,0,KEF,13,100,low_sale,0,0
1079,4812-105,Housing Housing-Impeller,31.0000,0,KEF,30,10,low_sale,0,0
1080,BACB30MY6K2,Bolt,396.0000,0,KEF,17,100,low_sale,0,0
1081,NAS1149CN832R,Washer,723.0000,0,KEF,15,100,low_sale,0,0
1082,29620,Cup     Cup-Bearing,29.0000,0,KEF,24,10,low_sale,0,0
1083,DAPC02100,Sealant,0.0000,0,KEF,35,10,low_sale,0,0
1084,BACB30VF3K3,"BOLT, FLUSH HEAD",1419.0000,0,KEF,17,100,low_sale,0,0
1085,BACB30NN3K5,Bolt,2165.0000,0,KEF,30,100,low_sale,0,0
1086,M83248-1-216,"Seal,O-Ring Eng.Dr.Hyd.Pump,Rb211",211.0000,0,KEF,7,100,low_sale,0,0
1087,K30B12,Cabl Kit Safety Cable Kit,156.0000,0,KEF,20,10,low_sale,0,0
1088,4811-130,Gasket Gasket-Bowl,18.0000,0,KEF,49,10,low_sale,0,0
1089,654T0035-5,Kit     Filter Kit,6.0000,0,KEF,48,10,low_sale,0,0
1090,231-700055-00-3704,Rivet   Boeing Pn Is 231-700055-00-3704,293.0000,0,KEF,28,100,low_sale,0,0
1091,4812-141,Nozzle  Nozzle Assy-Spray,29.0000,0,KEF,45,10,low_sale,0,0
1092,121-11534-1A,Ring,96.0000,0,KEF,56,10,low_sale,0,0
1093,MS35338-43,Washer,658.0000,0,KEF,37,100,low_sale,0,0
1094,612753,Nc-Valve Assy,12.0000,0,KEF,41,10,low_sale,0,0
1095,68-1521,Oring,106.0000,0,KEF,27,10,low_sale,0,0
1096,BACB30NX8K7X,Bolt,132.0000,0,KEF,29,100,low_sale,0,0
1097,BACB30NW6K5X,Bolt,204.0000,0,KEF,9,100,low_sale,0,0
1098,BACN11AG3,Nut,2334.0000,0,KEF,19,100,low_sale,0,0
1099,11904008,Jakket Id-8p,2.0000,0,KEF,6,10,low_sale,0,0
1100,MS27595-231,Retainer,55.0000,0,KEF,14,100,low_sale,0,0
1101,BACS21EE18R,Stud    Lining & Panel Instl,26.0000,0,KEF,22,10,low_sale,0,0
1102,MS28778-4,Packing,30.0000,0,KEF,39,10,low_sale,0,0
1103,MS20426AD6-8,Rivet,89.0000,0,KEF,7,10,low_sale,0,0
1104,BACC10DK4,Clamp,198.0000,0,KEF,21,100,low_sale,0,0
1105,NAS1612-4,Packing,26.0000,0,KEF,107,100,low_sale,0,0
1106,287T0011-2,Clamp,495.0000,0,KEF,29,10,low_sale,0,0
1107,140N2022-1,Valve Ay Drain,43.0000,0,KEF,21,10,low_sale,0,0
1108,720752-14WE,Packing-Preformed,232.0000,0,KEF,29,10,low_sale,0,0
1109,AS3208-06,Packing,380.0000,0,KEF,19,100,low_sale,0,0
1110,BACC15AJ2,Clip,55.0000,0,KEF,13,100,low_sale,0,0
1111,BACN10JC06CD,Nut,23.0000,0,KEF,0,10,low_sale,0,0
1112,ADKB54N0035-10,Fltr Kit Main Hyd System,3.0000,0,KEF,25,10,low_sale,0,0
1113,AS43013-123,Seal,90.0000,0,KEF,37,100,low_sale,0,0
1114,K30B18,Cabl Kit Safty Cable Kit.,1.0000,0,KEF,42,10,low_sale,0,0
1115,26-441,Bushing,66.0000,0,KEF,51,10,low_sale,0,0
1116,LM29710-2-629,Cup - Cup-Bearing,1.0000,0,KEF,47,10,low_sale,0,0
1117,BACR15GF6D8,Rivet,10.0000,0,KEF,28,10,low_sale,0,0
1118,MS51865-6,Nut     Nut-Cap,33.0000,0,KEF,13,100,low_sale,0,0
1119,342-117-1,Lining,210.0000,0,KEF,35,10,low_sale,0,0
1120,BMS3-35,CORROSION INHIBITOR COMPOUND,20.0000,0,KEF,35,10,low_sale,0,0
1121,BACR15FT6D9C,Rivet,136.0000,0,KEF,21,100,low_sale,0,0
1122,BACB30NW8K4X,Bolt,171.0000,0,KEF,16,10,low_sale,0,0
1123,8636-40,Þynnir F. Jotun Grip 4 Ltr,5.0000,0,KEF,8,10,low_sale,0,0
1124,BACS12ER08K5,Screw,11.0000,0,KEF,16,10,low_sale,0,0
1125,E05805031511525,Velcro Hook 50mm Grey Adhesive,493.0000,0,KEF,44,100,low_sale,0,0
1126,863045-09,"Ring Ring-Retaining, Dia3.5 X.6 Xc75 Phos.",38.0000,0,KEF,25,10,low_sale,0,0
1127,43-025,Wire    Safety Wire,12.0000,0,KEF,36,10,low_sale,0,0
1128,BACB30NT3K3,Bolt,979.0000,0,KEF,21,100,low_sale,0,0
1129,CR3523-6-4,Rivet,188.0000,0,KEF,49,100,low_sale,0,0
1130,NAS1149D0432J,Washer,254.0000,0,KEF,6,10,low_sale,0,0
1131,AS43003-908,Seal    Ring,430.0000,0,KEF,21,100,low_sale,0,0
1132,MS20427M4-6,Rivet,16.0000,0,KEF,12,10,low_sale,0,0
1133,TRRG30,Grommet Add Info,44.0000,0,KEF,19,100,low_sale,0,0
1134,A0696Y,Battery,0.0000,0,KEF,61,10,low_sale,0,0
1135,KB27110,Seal    Ring,9.0000,0,KEF,14,10,low_sale,0,0
1136,1416086,Vinegar B00636,520.0000,0,KEF,23,100,low_sale,0,0
1137,BACC30M16,Collar,15.0000,0,KEF,25,10,low_sale,0,0
1138,F40T12WW,Lamp Fluorescent,33.0000,0,KEF,174,10,low_sale,0,0
1139,48-7190,Plug,13.0000,0,KEF,19,10,low_sale,0,0
1140,BACS38Y4,Stringer Clamp,5.0000,0,KEF,21,10,low_sale,0,0
1141,BAC27NCT0217,Marker,14.0000,0,KEF,13,10,low_sale,0,0
1142,NAS1149D0416H,Washer,217.0000,0,KEF,13,100,low_sale,0,0
1143,4812-107,Washer,40.0000,0,KEF,36,10,low_sale,0,0
1144,16288,Retainer Tip Horizontal Stabi,10.0000,0,KEF,10,10,low_sale,0,0
1145,BACB30NY6K5X,Bolt,63.0000,0,KEF,10,10,low_sale,0,0
1146,BACC30M8,Collar,5268.0000,0,KEF,49,100,low_sale,0,0
1147,MS28778-5,Packing,48.0000,0,KEF,53,100,low_sale,0,0
1148,NAS1149CN616R,Washer,2879.0000,0,KEF,46,100,low_sale,0,0
1149,5106CW,LAMP,395.0000,0,KEF,7,10,low_sale,0,0
1150,654T0035-24,Kit     Filter Kit,6.0000,0,KEF,26,10,low_sale,0,0
1151,AS3208-10,Packing,57.0000,0,KEF,12,100,low_sale,0,0
1152,BACB30NM3K12,Bolt,9.0000,0,KEF,14,10,low_sale,0,0
1153,PR1428B2,Sealant,4.0000,0,KEF,27,10,low_sale,0,0
1154,BACR15GF6D5,Rivet,4.0000,0,KEF,28,10,low_sale,0,0
1155,241076,Repair Kit,31.0000,0,KEF,24,10,low_sale,0,0
1156,322337,Terminal,27.0000,0,KEF,10,10,low_sale,0,0
1157,KB27112,Seal    Ring,16.0000,0,KEF,17,10,low_sale,0,0
1158,CH34743,Plug,8.0000,0,KEF,21,10,low_sale,0,0
1159,BACW10DY3A,Washer,278.0000,0,KEF,13,100,low_sale,0,0
1160,BAC27NBY0061,Placard,12.0000,0,KEF,10,10,low_sale,0,0
1161,MS20470AD5-4,Rivet,1139.0000,0,KEF,39,100,low_sale,0,0
1162,81011-10,"Roller,Assy",11.0000,0,KEF,53,10,low_sale,0,0
1163,BACR15FV5KE4,Rivet,13.0000,0,KEF,44,10,low_sale,0,0
1164,EC1300L,Adhesiv Carpet Glue,13.0000,0,KEF,34,10,low_sale,0,0
1165,BACB30NN3K6,Bolt,2590.0000,0,KEF,30,100,low_sale,0,0
1166,10-60754-2,Seal,30.0000,0,KEF,45,10,low_sale,0,0
1167,MS29513-328,Packing,59.0000,0,KEF,19,100,low_sale,0,0
1168,B10018300000,Screw,168.0000,0,KEF,24,10,low_sale,0,0
1169,C11236-111B,Ring,278.0000,0,KEF,13,10,low_sale,0,0
1170,10-60754-32,Seal,39.0000,0,KEF,47,10,low_sale,0,0
1171,13206-001,Module,5.0000,0,KEF,19,10,low_sale,0,0
1172,BACB30NX8K6X,Bolt,154.0000,0,KEF,11,10,low_sale,0,0
1173,MS28775-012,Packing,429.0000,0,KEF,2,10,low_sale,0,0
1174,ACIEL00545-02,RACEWAY CABLE,322.0000,0,KEF,38,10,low_sale,0,0
1175,425L,Tape    Al Tape 3in,25.0000,0,KEF,31,10,low_sale,0,0
1176,AN960JD10,Washer,1711.0000,0,KEF,13,100,low_sale,0,0
1177,CSC021,Skin Sheep Brown - Color 010 Light Mushroom,22.0000,0,KEF,26,10,low_sale,0,0
1178,RS75,Ring-Retaining,38.0000,0,KEF,12,10,low_sale,0,0
1179,P2-07-0021-002,Battery Pack,20.0000,0,KEF,82,10,low_sale,0,0
1180,020-003-183,CORD,6.0000,0,KEF,81,10,low_sale,0,0
1181,314210100000,Spring,1232.0000,0,KEF,80,10,low_sale,0,0
1182,3M468MP,"Adhesive Transfer Tape Clear, 1 in x 60 yd 5.0 mil  (013MM)",8.0000,0,KEF,36,10,low_sale,0,0
1183,S6-01-0026-001,UNIVERSAL PRECAUTION KIT,1.0000,0,KEF,40,10,low_sale,0,0
1184,S6-06-0143-001,REORDER MODULE,0.0000,0,KEF,52,10,low_sale,0,0
1185,12-1000,CAP - END,44.0000,0,KEF,28,10,low_sale,0,0
1186,KEMA06595,Freezer Spray Electronic (FS-35A),18.0000,0,KEF,91,10,low_sale,0,0
1187,UL15239,"Bolt, Shear, .375 DIA",2.0000,0,KEF,24,10,low_sale,0,0
1188,48-1825-02,Pin (Interphone & Handmike),40.0000,0,KEF,11,10,low_sale,0,0
1189,L0CTITE242,THREAD LOCKER,4.0000,0,KEF,42,10,low_sale,0,0
1190,BACB10HS07RTBC22,CAM FOLLOWER,4.0000,0,KEF,10,10,low_sale,0,0
1191,SL2334-3A5,Insert,11.0000,0,KEF,20,10,low_sale,0,0
1192,E01005001011525,Velcro Loop 50mm White Adhesive,524.0000,0,KEF,55,100,low_sale,0,0
1193,AS35046,Ring Scraper,167.0000,0,KEF,63,10,low_sale,0,0
1194,HT3000FR-200,"Sealing Tape 2"" wide",18.0000,0,KEF,49,10,low_sale,0,0
1195,MS24693C28,Screw (Selcal System),10.0000,0,KEF,13,10,low_sale,0,0
1196,GAW1122029,GORE VENT (wifi system),62.0000,0,KEF,27,10,low_sale,0,0
1197,MS28775-141,Packing,87.0000,0,KEF,7,10,low_sale,0,0
1198,BACB30LE4DU19,BOLT,3.0000,0,KEF,20,10,low_sale,0,0
1199,AL0DINET2CA,"ALODINE TYPE 2, CLASS A or C",13.0000,0,KEF,20,10,low_sale,0,0
1200,BACB30NX6K2,Bolt,48.0000,0,KEF,18,100,low_sale,0,0
1201,R1131-908,PACKING,16.0000,0,KEF,11,10,low_sale,0,0
1202,MS35489-4X,GROMMET,192.0000,0,KEF,14,100,low_sale,0,0
1203,BMS10-79-TYPEII,"Primer - Urethane Compatible, Corrosin resistant",3.0000,0,KEF,47,10,low_sale,0,0
1204,BMS10-72,Primer plus enimel - coating,5.0000,0,KEF,44,10,low_sale,0,0
1205,RSN62CD,RING,4.0000,0,KEF,11,10,low_sale,0,0
1206,BACB30NX8K9X,Bolt,40.0000,0,KEF,12,10,low_sale,0,0
1207,31425060004Z,"Bumper, lower",0.0000,0,KEF,30,10,low_sale,0,0
1208,BACS12CK3-8,Screw,364.0000,0,KEF,31,10,low_sale,0,0
1209,73-00015-00001,FZ-G1 Docking Cable R.Exit,9.0000,0,KEF,160,10,low_sale,0,0
1210,73-00015-10001,FZ-G1 Docking Cable L.Exit,7.0000,0,KEF,147,10,low_sale,0,0
1211,PMA532418-01-1,"""BRAKES OFF"" badge",1.0000,0,KEF,29,10,low_sale,0,0
1212,TN600S2,Turbonyco Placard Small Square,574.0000,0,KEF,41,100,low_sale,0,0
1213,F18T5CWRS,Lamp Window Panel Ay Sidewall,66.0000,0,KEF,58,10,low_sale,0,0
1214,NAS1611-214A,PACKING,153.0000,0,KEF,15,10,low_sale,0,0
1215,G800100-3,EXTINGUISHER ASSY - FIRE,14.0000,0,KEF,48,10,low_sale,0,0
1216,213A6404-1,FILTER,6.0000,0,KEF,24,10,low_sale,0,0
1217,BACR15BB6AD6C,RIVET,14.0000,0,KEF,4,10,low_sale,0,0
1218,40470-1,FITTING ASSEMBLY,3.0000,0,KEF,13,10,low_sale,0,0
1219,NAS1611-018,O-RING,231.0000,0,KEF,6,10,low_sale,0,0
1220,40418-1,"SEAL, COPPER",19.0000,0,KEF,14,10,low_sale,0,0
1221,J221P124,PACKING-PREFORMED,19.0000,0,KEF,41,10,low_sale,0,0
1222,FHR8-2,Fuel Sample Kit,20.0000,0,KEF,36,10,low_sale,0,0
1223,NYC0LUBE7870,Oil     Lubrication Oil,3.0000,0,KEF,22,10,low_sale,0,0
1224,73-00015-10005,FZ-G1 Docking Cable Left,6.0000,0,KEF,36,10,low_sale,0,0
1225,73-00015-00005,FZ-G1 Docking Cable R,3.0000,0,KEF,39,10,low_sale,0,0
1226,2202-1-061-1449,Seat-Belts Pearl Black Color,296.0000,0,KEF,88,10,low_sale,0,0
1227,740A20-10,JUMPER ASSY,38.0000,0,KEF,12,10,low_sale,0,0
1228,BACR15BA4AD7C,Rivet,78.0000,0,KEF,33,10,low_sale,0,0
1229,505031,KIT: 23T3-105/PC-216,5.0000,0,KEF,94,10,low_sale,0,0
1230,10-630390-3,Plug,0.0000,0,KEF,11,10,low_sale,0,0
1231,591305-18,Coupling Coupling-Hose Half,1.0000,0,KEF,15,10,low_sale,0,0
1232,242057-3,Spigot,1.0000,0,KEF,35,10,low_sale,0,0
1233,5103-30Z,"Adhesive Epoxy,Ultra-Fastcure",2.0000,0,KEF,21,10,low_sale,0,0
1234,DR19122T,Nose wheel rubber 22 x 6.50–10,9.0000,0,KEF,31,10,low_sale,0,0
1235,68-216,O-Ring,20.0000,0,KEF,16,10,low_sale,0,0
1236,39-189,"Seal, Grease (Outer)",4.0000,0,KEF,33,10,low_sale,0,0
1237,68-1569,O-Ring,10.0000,0,KEF,79,10,low_sale,0,0
1238,29675-20629,Cone - Bearing,14.0000,0,KEF,15,10,low_sale,0,0
1239,A1-26-0086-002,Tamper Seal,52.0000,0,KEF,10,10,low_sale,0,0
1240,L102849-20629,"Cone, Bearing",8.0000,0,KEF,27,10,low_sale,0,0
1241,NAS1523AA3R,PACKING,118.0000,0,KEF,13,100,low_sale,0,0
1242,M81969-14-03,Removal tool CIET16,59.0000,0,KEF,22,100,low_sale,0,0
1243,P25000P10,Bearing-Oversize,5.0000,0,KEF,5,10,low_sale,0,0
1244,P25000P05,Bearing-Oversize,4.0000,0,KEF,13,10,low_sale,0,0
1245,BACS31H2B,Support (from SB-767-28A0085),306.0000,0,KEF,37,10,low_sale,0,0
1246,AC21-50,RECLINE CABLE,157.0000,0,KEF,41,10,low_sale,0,0
1247,65-90305-89,ELEMENT - FILTER OIL,5.0000,0,KEF,19,10,low_sale,0,0
1248,4150S,SEALER EDGE,13.0000,0,KEF,150,10,low_sale,0,0
1249,233T8308-7,PAD ASSY FOR CAPT AND F/O,6.0000,0,KEF,30,10,low_sale,0,0
1250,50-533,PLATE - INSTRUCTION,0.0000,0,KEF,10,10,low_sale,0,0
1251,B2007C041,Sec. seal for PN 15-40F-80,14.0000,0,KEF,21,10,low_sale,0,0
1252,BMS13-54TY3CL1-D,"LACING TAPE, TYPE III, CLASS 1, GRADE D, FINISH C",1500.0000,0,KEF,7,10,low_sale,0,0
1253,BACB30XD3K5,Bolt,130.0000,0,KEF,45,100,low_sale,0,0
1254,BMS5-63TY2CLB1-2,SEALANT,9.0000,0,KEF,36,10,low_sale,0,0
1255,A15414700000,PIN 6325,515.0000,0,KEF,48,10,low_sale,0,0
1256,4208-100,Filter,2.0000,0,KEF,26,10,low_sale,0,0
1257,LJ75994,BOX ASSY - DEFLECTOR NO.11,4.0000,0,KEF,212,10,low_sale,0,0
1258,MS28783-6,RING,80.0000,0,KEF,50,10,low_sale,0,0
1259,C11236-228B,RING,16.0000,0,KEF,10,10,low_sale,0,0
1260,012N8957-40,Velcro – Loop 25mm White Adhesive,586.0000,0,KEF,247,10,low_sale,0,0
1261,ASG64,Aeroshell grease (MIL-G-21164D) - formally ASG33MS,7.0000,0,KEF,17,10,low_sale,0,0
1262,00-5064-01,13.3 Inch RDU2/DDS4 Bulkhead Shroud,10.0000,0,KEF,160,10,low_sale,0,0
1263,M83248-1-037,PACKING,82.0000,0,KEF,3,10,low_sale,0,0
1264,LJ75399,SHIM - BIFURCATION,13.0000,0,KEF,18,10,low_sale,0,0
1265,LOCTITE242,lOCTITE 242 Medium,4.0000,0,KEF,16,10,low_sale,0,0
1266,1538M42P01,GASKET - P49,16.0000,0,KEF,49,10,low_sale,0,0
1267,BACR12BM115,Ring,198.0000,0,KEF,22,10,low_sale,0,0
1268,314U2100-15,"SEAL AY, EXHAUST NOZZLE CF6-80C2",9.0000,0,KEF,29,10,low_sale,0,0
1269,ECLIPSE-BAC50018,"Eclipse topcoat BMS10-60, BMS10-72",10.0000,0,KEF,33,10,low_sale,0,0
1270,TR-113,Thinner for Akzo Nobel Eclipse,15.0000,0,KEF,47,10,low_sale,0,0
1271,MIL-PRF-6085,"Oil - Instrument, Aircraft, Low Volatility",15.0000,0,KEF,7,10,low_sale,0,0
1272,MO-LITH-NO2,"Multi-Purpose, Moly-Lithium Type, Lubriplate Mo-Lith No. 2",4.0000,0,KEF,18,10,low_sale,0,0
1273,MS20426AD4,RIVERT,332.0000,0,KEF,5,10,low_sale,0,0
1274,"A-A-59474 TYPE I, CLASS 4","Tape, PTFE Film Silicon Adhesive",4.0000,0,KEF,15,10,low_sale,0,0
1275,TURBONYCOIL3516,Turbo Oil,39.0000,0,KEF,27,10,low_sale,0,0
1276,BRAYC0599,Corrosion Inhibitor,18.0000,0,KEF,11,10,low_sale,0,0
1277,BACB30LJ4-4,BOLT,24.0000,0,KEF,3,10,low_sale,0,0
1278,0MAT1208,Desiccant - Self Indicating *ENG NOTE*,3888.0000,0,KEF,21,10,low_sale,0,0
1279,025-050-012,SEAL,98.0000,0,KEF,44,10,low_sale,0,0
1280,411N1281-03BCSZ,SHADE,0.0000,0,KEF,27,10,low_sale,0,0
1281,RTV174,Sealant Adhesive,49.0000,0,KEF,58,10,low_sale,0,0
1282,MS20427M6-12,RIVERT,50.0000,0,KEF,12,10,low_sale,0,0
1283,LM120749-20629,"BEARING, Cone and Roller",9.0000,0,KEF,8,10,low_sale,0,0
1284,LM121349-20629,"BEARING, Cone and Rollers",7.0000,0,KEF,11,10,low_sale,0,0
1285,LM120710-20629,"CUP, Bearing",4.0000,0,KEF,120,10,low_sale,0,0
1286,TR-RG6,"PACKING, Preformed",76.0000,0,KEF,16,10,low_sale,0,0
1287,LM121310-20629,"CUP, Bearing",3.0000,0,KEF,23,10,low_sale,0,0
1288,A35860-10,Nut,0.0000,0,KEF,65,10,low_sale,0,0
1289,A35859,Bolt,202.0000,0,KEF,49,100,low_sale,0,0
1290,M224749-20629,"Cone, bearing",20.0000,0,KEF,47,100,low_sale,0,0
1291,A35732,Spacer,8.0000,0,KEF,40,100,low_sale,0,0
1292,NAS1611-387A,"Packing, preformed",18.0000,0,KEF,67,10,low_sale,0,0
1293,LM522549-20629,"Cone, bearing",1.0000,0,KEF,32,100,low_sale,0,0
1294,M224712-20629,"Cup, bearing",6.0000,0,KEF,34,100,low_sale,0,0
1295,LM522510-20629,"Cup, bearing",14.0000,0,KEF,33,10,low_sale,0,0
1296,MS29561-254,Packing,42.0000,0,KEF,41,10,low_sale,0,0
1297,BT41-12,"Packing, preformed",28.0000,0,KEF,42,100,low_sale,0,0
1298,EQ5F573-4002,Seal,14.0000,0,KEF,39,100,low_sale,0,0
1299,A35794,Clip,22.0000,0,KEF,38,100,low_sale,0,0
1300,A35663,Ball,92.0000,0,KEF,74,100,low_sale,0,0
1301,A35788,"Tube, adjuster",78.0000,0,KEF,60,100,low_sale,0,0
1302,A35793,"Indicator, wear",26.0000,0,KEF,37,100,low_sale,0,0
1303,A35805,Plate,131.0000,0,KEF,63,100,low_sale,0,0
1304,PLH354M,Nut,72.0000,0,KEF,30,100,low_sale,0,0
1305,A35789,Spring,47.0000,0,KEF,49,100,low_sale,0,0
1306,A60701-1301,"Ring, back-up",59.0000,0,KEF,32,100,low_sale,0,0
1307,86978,Scraper,64.0000,0,KEF,44,100,low_sale,0,0
1308,NAS1805-14,NUT,12.0000,0,KEF,11,10,low_sale,0,0
